c1c(cccc1)O/C(=C/C=C/OC)/C	N#CSCCOc1ccc(Oc2ccccc2)cc1	COc1ccc2ccccc2c1c1ccc(cc1)C(=O)c
C(N(C)C(=C)/C=C\C(=C)NC(=N)/N=C/1\CC(=NN1CCC(C)(OC)C)Nc1ccccc1C)C	COC(C)(C)CCn1nc(Nc2c(C)cccc2C)c2cnc(Nc3ccc(cc3)N3CCNCC3)nc12	COC(C)(C)CCn1nc(Nc2c(C)cccc2C)c2cnc(Nc3ccc(cc3)N3CCN(C)CC3)c2c1
c1(ccccc1)CNc1cc(ccc1)/C(=C\Br)/S/C(=C/O)/CO	OC(=O)COc1c(Br)c(sc1C(=O)O)c1cccc(NCc2ccccc2)c1	OC(=O)Cc1ccccc1Nc1c(Cccccccccccccccccccccccccccc
OP(=O)(O)OP(=O)(O)OCC1C(O)CC(O1)n1cncc1N=C	Nc1ncnc2n(cnc12)C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O	Nc1ncnc2n(cnc12)C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O
C(=C\CC)/C=C\C(=C)C(c1ccccc1)(S)c1ccccc1	CCc1cccc(c1)C(SCCN)(c1ccccc1)c1cccc(O)c1	NC(=c)c1cccc(c1)C(SCCN)(c1ccccc1)c1cccc(O)c1
c1c(cccc1)SCCCCc1c(Cl)ccc(NC2CCOCC2)c1Cl	OC1=C(Sc2ccccc2Cl)C(=O)CC(C1)c1c(Cl)ccc(NC2CCOCC2)c1Cl	Clc1ccc(CNC(ccccccCCCCCCCCCCCCCccccccccccccccc
CC[C@H](/C=C\CCCCCCCC/C=C/C(=C/C)/C=N\C)C	C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC=C2c1cccnc1	C[Cc1nc(CC(@H][C@@H]CCCCC(C)C)CCCCCCCCCCCCCCCCCCCcccccccccccccccc
C(=C\CCNC(=O)/C=C/C=C/S(=O)(=O)N)(\C(=C(/C)\F)\F)/F	NS(=O)(=O)c1ccc(cc1)C(=O)NCc1cc(F)c(F)c(F)c1	NS(=O)(=O)c1ccc(cc1)C(=O)NCc1ccc(F)cc1F
N(=C(\CC)/c1ccccc1)\N(C/C=C/OC/C=C/CN(C)C)C	CN(CC=C)C/C=C/COc1cc2n(C)nc(c3ccc(Br)cc3)c2cc1F	CN(C)C/C=C/C(=O)Nc1ccc2ncc(ccccccccccccccccccc
ClC/C=C\C(=C/C)\O/C(=C/C)/C	Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl	Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
C(=C\C=C)(\C(=C)CCNc1cc(c(cc1)S(=O)(=O)NCC=O)C)/C	Cc1ccccc1CC(=O)Nc1cc(C)c(c(C)c1)S(=O)(=O)NCC(=O)O	CC(NC(=O)c1ccccc1C(ccccc(cccccccccccccc)c)ccccccc
O=C(/C=C/C=C/C)c1c(O)cc(cc1O)O	Oc1cc(O)c2c(c1)oc(cc2=O)c1ccc(O)c(O)c1	Oc1ccc(cc1)(c1cccccc(cOcccccccccc
CN(C(=O)c1ccccc1)/N=C/CC(=O)NC/C=C\CO/C=C/C	Cn1nc(CC(=O)Nc2ccc3oc4CCCCc4c3c2)c2ccccc2c1=O	Cc1ccc(cc1)c1cn(nn1)c1ccc(NC(=O)C2CCcccccccccccccc
C(=C\C=C\C1[C@H](N(C(=O)[C@@H](O1)CCC=C)C)/C(=C/C=C(\C)/Cl)/C)\C	CN1[C@@H]([C@@H](O[C@@H](Cc2ccccc2)C1=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1	CN1[C@@H]([C@@H](O[C@@H](Cc2ccccc2)C1=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1
C=CCN/C(=C/CNCCCCCCCCCCCCNC1CCCC2=C1C=CCN2)/C	O=c1ccc2[C@H](CCCc2[nH]1)NCCCCCCCCCCCCN[C@H]1CCCc2[nH]c(=O)ccc12	O=c1ccc2[C@H](CCCc2[nH]1)NCCCCCCCCCCCN[C@H]1CCCc2[nH]c(=O)ccc12
C(F)/C=C\CS(=O)(=O)N/C(=C/C=C/Oc1ccc(C(=N)N)cc1)/C(=N)Oc1ccccc1	NC(=N)c1ccc(Oc2ccc(NS(=O)(=O)c3ccc(F)cc3)c(Oc3ccc(cc3)C(=N)N)n2)cc1	Cc1nc((cccccccccccccccccccccccccccccccccc))))c))c)Nc)))Nc)
c1c(C=O)c(ccc1)S(=O)(=O)NC(=O)N(/C(=N/C(=N)C)/N=C/OC)C	COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1	COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1
C(=C(\N=C)/NC(=O)Nc1cnccn1)\C=C\C=C	O=C(Nc1cnc(cn1)C#N)Nc1cc2ccccc2cn1	O=C(Nc1cnc(cn1)C#N)Nc1cc2ccccc2cn1
C(=C\CCNC/C(=C/C(=C\C)/F)/C)\C(=C)Br	C[C@@H](NC(=O)c1cc(F)ccc1O)c1ccc(Br)cc1	OC(=O)c1ccc(cc1cccccccccccccccccccccccccc
C1[C@H](CCCN1)NC(=O)/C(=C\N)/C=C(\S)/C(=C/C=C)/C	NC(=O)Nc1sc(cc1C(=O)N[C@H]1CCCNC1)c1ccccc1	Nc1ncc(CcCCccccccccccccccccccccccccccccccc
c1c(CN/C=C/C=C(\C)/C=C/C(=C\C=C)/Cl)cccc1	Clc1cccc(c1)c1ccc2n(Cc3ccccc3)c(=O)[nH]c2c1	NC(=O)c1ccccccccccccccccccccccccccccccccc
c1cc(CSCC(CO)CNCCC/N=C\N=C\N)ccc1	Nc1ncnc2c(CN3CC(O)C(CSCc4ccccc4)C3)c[nH]c12	Cc1ncnc2n(cnc12)C1CC(O)C(C)N)CC1CNc2ccccc2C1
CN(CCN(Cc1ccccc1)C(=O)/C(=C/CCF)/C=C(/c1nc(nc(CCC)c1)C)\C)C	CCCc1cc(nc(n1)C#N)c1cc(cc(c1)C(F)(F)F)C(=O)N(CCN(C)C)Cc1ccccc1	CN1CCN(CC1)c1cc(ccc1C(F)(F)F)c1nnc(C#CCCc2ccccc2)c1Ccccccccccccccc
O(C)c1c(cc(cc1O)Nc1nccc(c1)O/C=C/C=C(\N=C\c1ncccc1)/C)OC	COc1cc(Nc2cc(Oc3cc(C)c(C)nc3c3ccccn3)ccn2)cc(OC)c1OC	COc1cc(Nc2cc(Oc3cc(C)c(C)nc3c3ccccn3)ccn2)cc(OC)c1OC
N(=O)(O)/C(=C/C=C/C/C=C(/N)\CC(=O)N/C=C/C(=C\C=C)/CC(=O)N(C)C)/C(=C)O	COc1cc(ccc1[N+](=O)[O-])c1ccc2c(Nc3ccc(CC(=O)N(C)C)cc3NC2=O)c1	CN(C)C/C=c/c(cccccccccccccccccccccccccccc(()[[[[[[-]][)[)[))))[))]
c1(cncc(c1C)C/C(=C/COCCCC(=O)O)/C(=C)OC)/C(=N\CN)/N	CCOC(=O)CCCOc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1	COc1ccc(OCCCCC(=O)O)cc1Cc1cnc(N)nc1N
O/C=C/C=C(\CC)/NS(=O)(=O)c1ccccc1	Cc1cc(O)cc(C)c1NS(=O)(=O)c1ccccc1	Cc1cc(O)cc(C)c1NS(=O)(=O)c1ccccc1
c1c(cccc1)CCN/C(=C(\Cl)/C(=N\C/C=C/C=C)/C)/N	Cc1nc(nc(NCCc2ccccc2)c1Cl)c1ccccn1	Cc1ccccccnccccccccccccccccccccccccccccccc
OCCCNC[C@H](O)Cc1c(c(Cl)c(cc1)C#N)C	CO[C@H]1[C@@H]2[C@@H](O)CCN2N=C1c1ccc(C#N)c(Cl)c1C	C[C@](O)(COc1ccc(Cl)c(Cl)c1)C(=O)c1cc(c)(ccccccccccccccccccccc
O1[C@H]([C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)NC(=O)NC(=O)C(=C)/C=C\C	OC[C@H]1O[C@@H](NC(=O)NC(=O)c2ccc(Cl)cc2)[C@H](O)[C@@H](O)[C@@H]1O	OC[C@H]1O[C@@H](NC(=O)NC(=O)c2ccc(Cl)cc2)[C@H](O)[C@@H](O)[C@@H]1O
NC(=N)c1cc2C(/C(=C/C=C)/C=C)CC(Nc2cc1)c1cccc(c2c(cc(C(=O)N)cc2)C)c1	CC1(CC(Nc2ccc(cc12)C(=N)N)c1cccc(c1)c1ccc(cc1C(=O)O)C(=O)N)c1ccccc1	CC1CN(CC(C)Nc2ccc(cccccccccccccccccccccccccccccccc)ccc)c)ccc)ccNcc
c1(sccn1)c1nc2c(n1C1=C/C(=N/CN)/CC=C1Cl)cccc2	Cc1cc2nc(c3nccs3)n(c3cc4nc(N)nc(N)c4cc3Cl)c2cc1C	Cc1nc(cnc(cccccccccccccccccccccccccccccccccc
C(=C\C)(/F)\C(=C/CF)\C1[C@@H](N)CN(CCc2ccc(OC)cc2)C(=O)C1	N[C@H]1CN(CCc2ccc3OCOc3c2)C(=O)C[C@@H]1c1cc(F)c(F)cc1F	COC(=O)c1c(O)cccc1OCCCCNC(=O)C(Cc1ccc(ccccccccccccccccccccccccccccc
FC/C=C\C=C(/CF)\CNC/C=C/C=C/S(=O)=O	NS(=O)(=O)c1ccc(cc1)C(=O)NCc1cccc(F)c1F	NS(=O)(=O)c1ccc(cc1)C(=O)NCc1ccFFccFFcFFF
Brc1c(OCc2ccccc2Cl)c(cc(c1)Br)CNC(=O)C/C=C\C=C/C	[O-][N+](=O)c1ccccc1C(=O)NCc1cc(Br)cc(Br)c1OC(=O)c1ccccc1Cl	OC(=O)COc1cc(Cl)ccc1C(=O)NCc1cc(Br)ccc1Br
Nc1ncnc2c1nc(n2CCCC)C/C(=C/C(=C(/O)\C)/OC)/C	CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2)nc2c(N)ncnc12	COCCccc(CccccCCccccccccccccccccccCCCCCcC
C(OC)CCN1/C(=C/C=C\C)/CC(=C)/C/1=C\Cc1cnc(nc1)N	CCc1nc(N)nc(N)c1c1ccc2c(c1)n(CCCOC)c1ccccc21	COCCNc1nc2ccc(cc2c1c1cccccccccccccccccccccccc
NN(Cc1c(cccc1F)F)/C=C\CNCS/C(=N\N)/C(C)(C)O	Cc1csc(n1)C(C)(O)c1nnc(Nc2ccn(Cc3c(F)cccc3F)n2)s1	CC(C)Nc1cc(ncn1)c1csc(n1)N(C)C(=O)c1ccc(F)cc1
C=C/N=C\N=C\C1=CC/C(=C(\NN)/N)/C=C1	CCNc1cc(nc(N)n1)c1ccc2c(N)[nH]nc2c1	Cc1cc(cc2nc([nH]c12)c1c(NCcccccccc
N(C(=O)/C=C/c1ccccc1)C[C@H](O)[C@@H](O)C[C@H](O)C	CC(C)c1ccc(/C=C/C(=O)N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1	OC[C@H]1O[C@@H](NC(=O)c2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O
C(CCNc1ncc(cc1)C(=O)N)CCCC	NC[C@H]1CCC[C@@H](CNc2ccc(cn2)C(=O)N)C1	NC(=O)c1ccc(NC2CCC(C2)c2ccccc2)nc1
O=Cc1c(C(=O)Nc2c(O)ccc(c2)/C=C/C)cccc1	Cc1cccc2C(=O)N(C(=O)c12)c1cc(ccc1O)c1ccccc1	OC(=O)c1c((ccc(ccccccccccccccccccccccccccccccc
C(=O)(CCC(C)CP(=O)(O)Cc1c(c(c(c(F)c1F)F)F)F)O	OC(=O)CCC(CP(=O)(O)Cc1c(F)c(F)c(F)c(F)c1F)C(=O)O	OC(=O)CCC(CP(=O)(O)Cc1c(F)c(F)c(F)c(F)c1F)C(=O)O
C(=C(\C=C)/C(=C(/C/C=C\CO)\C=C\C=C\OCCN(C)C)/CCCO)\C=C	CN(C)CCOc1ccc(cc1)/C(=C(/CCCO)\c1ccccc1)/c1ccc(O)cc1	CN(C)CCOc1ccc(cc1)/C(=C(/CCCO)\c1ccccc1)/c1ccc(O)cc1
C(=C\CF)/C(=O)Oc1ccc2c(c1)NC[C@H]([C@H]2CC)C	CC[C@@H]1[C@H](C)CNc2cc3oc(=O)cc(c3cc12)C(F)(F)F	CC[C@@H]1[C@H](C)CNc2cc3oc(=O)cc(c3cc12)C(F)(F)F
O=C(O)CCCCO/C=C/C=C(\CC/C(=C/N)/C(=N\CN)/N)/O	COc1ccc(OCCCCC(=O)O)cc1Cc1cnc(N)nc1N	COc1cc(COCCCC((O)cccccccccccccccccccccc
C(=C\C(=C)C(NC)CC(O)C1CCCCC1)\C=C	OC(CC1c2ccccc2-c2cncn12)C1CCCCC1	OC(=O)c1ccc(CC2CCCNCCCcCCcCCCCCCCCCCCCC
C(CS)CS(=O)C/C=C\C(=C)OCC#CC	CC#CCOc1ccc(cc1)S(=O)(=O)CCCS	CC#CC#Cc1ccc(cc1)c(cccccccCCCSC
C(CCC=O)(CP(=O)(Cc1c(F)c(F)c(F)cc1)O)C	OC(=O)CCC(CP(=O)(O)Cc1c(F)c(F)c(F)c(F)c1F)C(=O)O	CCCCC)CCC((O)OP(=O)(O)Cc1c(F)c(F)c(F)cc1F
OC1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1C)n1c(=O)nc2oc(cc2c1)CC	CCCc1cc2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(=O)nc2o1	CCCc1cc2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(=O)nc2o1
ON(=O)/C=C/C=C(\C)/NC(=O)[C@](C)(CBr)O	C[C@](O)(CBr)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-]	CC(C)(O)(N=[C@c](cccc(cccccccc(O))O))O)O)OO())O[(()OOOOOOOO
C(F)(F)(F)CNC(=N)CN(C)C(=O)CCCC/C=C\C(=C(\F)/C)\F	N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc1cc(F)c(F)cc1F	NC(CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc1cc(F)c(F)cc1F
O(C)C(=C)/C=C(/OC)\C=C\CNc1cc2c(nc1)nc(nc2)N	COc1cc(CN(C)c2cnc3nc(N)nc(N)c3c2)cc(OC)c1	COc1ccc(cc1OC)c1cc2ccnccccccccccccccccccc
OC(Cn1ccnc1)CCc1ccc(cc1)Cl	Clc1ccc(CCC2(Cn3ccnc3)OCCO2)cc1	OC(1c)c1CcncCCccccccccccccccccccccccc
CCN(C)C/C(=C/C=C/c1ccc(cc1)C(=O)C(=C)/C=C\C=C)/C=C	CN(CC=C)Cc1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(Br)cc1	CC(=O)c1cccccc1cccccccccccccccccccccccccc
c1(=O)c(c(NC2CCCNC2)nc(N(C)CC)[nH]1)C1=NCC(=C)S1	O=c1[nH]c(nc(N[C@@H]2CCCNC2)c1c1nc2ccccc2s1)N1CCOCC1	O=c1[nH]c(nc(N[C@@H]1CCCNC2)c1ccccccccccccccCcC
C=C(/C=C\CCl)/N=C/CNCC(=O)O	OC(=O)CNC(=O)c1nc2cc(Cl)c(Cl)cc2[nH]1	OC(=O)CNC(=O)c1nc2cc(Cl)c(Cl)cc2[nH]1
c1(ccco1)CNCCN(C)CCNc1c(Cl)ccc(c1)C(F)(F)F	FC(F)(F)c1ccc(Cl)c(NC(=O)CN2CCN(CC2)C(=O)c2ccco2)c1	CC(NC(=O)c1ccccc1C(F)(F)F)c1nnc(SCc2ccc(F)cc2)n1C
C/C(=N\C(=C)/C(=C/CC(=O)O)/CCl)/N[C@H](C)C(=C)/C=C\C	C[C@@H](Nc1nc(cnc1N)c1cc(ccc1Cl)C(=O)O)c1ccccc1	CC(=O)c1cccc(c1)cccccccccccccccccccccccccc
O(C)CCN(CCNC(=O)[C@H](CC(C)C)[C@@H](CCCO)C(=O)NO)C	COCCN1CCCC[C@H](NC(=O)[C@H](CC(C)C)[C@@H](CCCO)C(=O)NO)C1=O	COCCN1CCCC[C@H](NC(=O)[C@H](CC(C)C)[C@@H](CCCO)C(=O)NO)C1=O
OC(C(O)C(O)Cn1c(c(C(=N)N)nc1)N)COPOP(O)O	Nc1ncnc2n(cnc12)C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
O=C(O)c1[nH]c(=C)/c(=C\C=C)/c1CC(=O)O	OC(=O)Cc1c([nH]c2c(Cl)ccc(Cl)c12)C(=O)O	OC(=O)Cc1((Cccccccccccccccccccccccc
C1/N=C(\N(C/N=C\N=C/1\N)C(OC(CO)CO)CO)/NCc1ccc(C)c(C)n1	Nc1ncnc2n([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c(NCc3ccc4ccccc4n3)nc12	Cc1ccc(cc1)C(Hn((ccccccCCCCC@C@C@@[C@CHCC@@HCHHC@HCHHCHHCHOCHOCCCC
C(=C)(c1[nH]nnn1)/C=C\C(=C)c1c2c(-c3c(C2)cccc3)[nH]n1	COc1cc2Cc3c(-c2cc1OC)[nH]nc3c1ccc(cc1)c1nnn[nH]1	Cc1cc2n[nH]c(=O)n2c2cc(ccc12)c1ccccn1ccccccn1
C=C(N=O)/C=C\C=C\NC/N=C\C=C\c1cnc(s1)C	Cc1nc(C)c(s1)c1ccnc(Nc2cccc(c2)[N+](=O)[O-])n1	Cc1nc(C)c(s1)c1ccnc(Nc2cccc(c2)[N+](=O)[O-])n1
c1(c2c(c(ccc2)CN/C=C/C=C(\C=C\C)/C(=N)N)O)ccccc1	COc1cc(c2cc3cc(ccc3[nH]2)C(=[NH2+])N)c([O-])c(c1)c1ccccc1	OC1=N)C1[ccccccccccccccccccccccccccccccccccccccc
C(=C\C=C/CCCNC/C=C/C=N\C(=C)c1cc(ccn1)C=O)\C	OC(=O)c1ccnc(c1)c1cc(ccn1)C(=O)NCCc1ccccc1	OC(=O)c1ccc2cccccccccccccccccccccccccccccccc
C(=C\C)/C=C\CC(CC[C@@H](C(=O)O)N)(CC=C)/C=C/C=C\C	Cc1cccc(c1)C(CC[C@H](N)C(=O)O)(c1ccccc1)c1ccccc1	Cc1cccc(c1)C(CC[C@@H](N)C(=O)O)(c1ccccc1)c1ccccc1
n1c(NC(C)(C)C)sc(c1N)C(=O)C	CC(C)(C)Nc1nc(N)c(s1)C(=O)c1ccccc1	CC(C)(C)OC(=O)Nc1cccnc1C(=O)Nc1nccs1
C(=O)(O)C(C)(C)CCCO/C(=C/C=C\C)/C	Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1	CC(C)c1cO(Cc2ccccc2OCCC)OOC)))C
C(C/C=C/C)C(=O)NC(C(C)C)P(O)CC(C(=O)O)CCCCCN	CC(C)[C@H](NC(=O)CCc1ccccc1)P(=O)(O)C[C@@H](CCCCCN)C(=O)O	CCCCCCCCCC(=O)CC(=O)N[C@H]1CCOC1=O
c1cc(CN(CCOC)/N=N/c2c(ccc(c2)c2c(N)ncnc2C)Cl)ccc1	CCc1nc(N)nc(N)c1c1ccc(Cl)c(c1)/N=N/N(CCOC(=O)C)Cc1ccccc1	CC(C)c1nc(N)(C)c(ccccccccccccccccccccccccccccccccccccc
N(C)/C(=C(\CC/C=C(/O)\C=C/C)/C(=O)C/C=C\C=C/C)/C	CN1C(=S)N[C@@H](C(=C1C)C(=O)c1ccccc1)c1cccc(O)c1	CN(C/C=C/COc1ccc(cc1)C(=O)c1ccc(Br)cc1)C1CC1
C/C=C\C=C(\C([C@H](NC(=O)CCC(=O)O)/C=C/C=C(/Cl)\C=C)C)/C	OC(=O)C[C@H]1C[C@@H]([C@H](N(CC2CC2)C1=O)c1ccc(Cl)cc1)c1cccc(Cl)c1	OC(=O)C[C@H]1C[C@@H]([C@H](N(CC2CC2)C1=O)c1ccc(Cl)cc1)c1cccc(Cl)c1
Cc1nc(c(cc1C(=O)OCC)C#N)NCCC(C(=O)NSC/C=C/C=C\C=C)C	CCOC(=O)c1cc(C#N)c(nc1C)N1CCC(CC1)C(=O)NS(=O)(=O)Cc1ccccc1	CC(C)(C)OC(=O)N[C@@H]1CNC(=O)c(ccccccc)))))ccccccccccccccc
CC(C)(CCC(C)C/C=C/CCC/C=C/C(=C\C)/C)C	C/C(=C/C(=O)O)/C=C/C1CC1/C=C/C1=CC(C)(C)CCC1(C)C	C/C(=C\C(=O)O)/C=C/[C@H]1CC(=C)CC[C@@H]1c1ccc2((CCCCCCCCCCCCCCCCCC
COCc1c(cccc1)S(=O)(=O)NCN/C(=N/C(=C\CC)/C)/N	COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1	COc1nc2ccccc2c1OC1C(cc)()cccccccccccccccccccccccc
N(=C\C(=C\N)\c1cc2N(C(CCc2cc1)c1ccccc1)CCCOC)\C	CCc1nc(N)nc(N)c1c1ccc2CCC(N(CCCOC)c2c1)c1ccccc1	COc1cc2ncc3c(N)nc(cc3c2cc1ccCcccCCCCCCCcccccccccccccc
ClC/C=C\C(=C\COCC/C=C\CCCCCC(=O)C)\O	Oc1cc(O)c2c(CC(=O)CCCCC/C=C\CCOC2=O)c1Cl	Oc1cc(O)c2c(CC(=O)CCCCC/C=C\CCOC2=O)c1Cl
OCCC[C@H]([C@H](O)[C@H](OPO)C)O	O[C@@H]1CC(=C[C@@H](OP(=O)([O-])[O-])[C@H]1O)C(=O)[O-]	O[C@H](COOP(=O)(O)O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O
C(=O)(NCP(=O)(N[C@H](C(=O)N[C@H](C(=O)O)Cc1ccccc1)CCC)O)OCC(=C)C=C	CC(C)C[C@H](NP(=O)(O)CNC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O	OC(=O)[C@H](CCc((ccc(ccC(cccccccccccccccccccccccccccccccccccCccCCC
C(=C\C(=C/C)\C=C/C=C/CNCN(CC(=O)NCCc1ccc(O)cc1)C)\C	COc1ccc(CCNC(=O)[C@@H]2CCCN2C(=O)NCc2cccc3ccccc23)cc1	Cc1ccc(cc1)c1=O)c(N(CC(=O)NCCCNC(cCcccccccccccccccccccccccccccccc
C[C@@H](CC(=O)O)NC(=O)NCCCCCCCCCCCCCC	CCCCCCCCCCCCCCNC(=O)N[C@H](CC(=O)[O-])C[N+](C)(C)C	CCCCCCCCCCCCCCNC(=O)N[C@H](CC(=O)[O-])C[N+](C)(C)C
c1([nH]c(=C)/c(=C\C(=C)CNCCCC)/c1)C1=C/C(=C/C(=C)C(=C)/C=N\N)/CNC1	O=c1[nH]c2ccc(cc2cc1c1cc2cc(CN3CCCCC3)ccc2[nH]1)c1cn[nH]c1	CCCCCCcccccccccccccccccccccccccccccccccccccccccnccccccccccccc1c
c1(F)c(C2=C[C@H](N(C2)C(=O)C)c2ccccc2)cc(cc1)F	N[C@@H](C1CC1)C(=O)N1CC(=C[C@H]1c1ccccc1)c1cc(F)ccc1F	CC(=O)C1=C(C)N(C(=O)N[C@@H]1ccc(nc1)C#N)c1cccc(c1)C(F)(F)F
C(=c\1/c(=C)oc(c(c1=O)O)c1ccccc1O)(/C)\O	Oc1ccc(c(O)c1)c1oc2cc(O)cc(O)c2c(=O)c1O	Oc1cc(O)c2c(c1)oc(cc2cc(O)c(O)c1O)c1ccc(cc1)C(=O)O
Fc1cc(F)cc(c1)C1(C)Oc2ccc(cc2N(C1=O)CC)/C(=C(/N=C\N)\N)/CC	CCc1nc(N)nc(N)c1c1ccc2OC(C)(C(=O)N(CCCOC)c2c1)c1cc(F)cc(F)c1	CCOC(=O)c1c(C)nn(c1C)c1ccc(NCc2ccccc2)c(F)c1
O=N(O)C/C(=C\C(=C/C)\NC(=O)CC)/C(F)(F)F	C[C@](O)(CBr)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-]	CC(=O)C1=C(C)N(C(=O)N[C@@H]1c1ccc(nc1)C#N)c1cccc(c1)C(F)(F)F
CC1(OCNC1)C/C=C(\C(=C)OC)/O	CCCOc1cc(ccc1OC)C1(C)CNC(=O)O1	CCCOc1cc(ccc1OC)[C@]1(C)CNC(=O)O1
C(=C)/N=C\N=C\C(=C/c1ccc(cc1)F)\NC1CCNCC1	Nc1nccc(n1)c1c(ncn1C1CCNCC1)c1ccc(F)cc1	Cc1nc(cn1Cc1c(CcccccCCCCCCccccccccccccccccc
OCCO[C@H](C)/C=C/C(=C(\C=C\O)/Cl)/O	OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c1cc(O)c(Cl)cc1O	COc1cc(Cl)c(cc1C(=O)O)[[@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
CCOC(=O)C(=O)NCO[C@H](C)[C@H]([C@H](O)C)O	CCOC(=O)C(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	CCOC(=O)C(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C=C/C=C\1/c2c(NC1)c1c(nc2)cccc1	OC(=O)c1nc2ccccc2c2[nH]c3c(I)cccc3c12	NC(=O)c1cccccccccccccccccccccccccccccc
C(S(=O)(=O)NC(=N)N)/C=C\CN/C=C/C(=C/C=C\C)/CNC	NC(=N)NS(=O)(=O)c1ccc(N/C=C/2\C(=O)Nc3ccccc23)cc1	CNC(=O)Nc1cc(Br)cc(Nc2N=C(c(=O)[Oc]c)cccccccccccc
C(=C\C)\C=C/CCC(C)NC(=O)CN/C=C/C=C(/Br)\C=C\C1=CC[C@@H](CC1)C(=O)O	OC(=O)[C@H](Cc1ccccc1)NC(=O)Cn1c2C[C@@H](CCc2c2cc(Br)ccc12)C(=O)O	OC(=O)[C@H](Cc1ccccc1)NC(=O)Cn1c2C[C@@H](CCc2c2cc(Br)ccc12)C(=O)O
C(ON1C(=NC=NC1C)N)CCOC/C=C\C=C\Cl	CC1(C)N=C(N)N=C(N)N1OCCCOc1cc(Cl)c(Cl)cc1Cl	Cn1ccnc1[C@]1(CNC(=O)c2cc3cc(Cl)ccc3o2)NC(=O)NC1=O
C(=C)(Cl)/C=C(/Cl)\C(=C)OC/C(=C\C=C)/O	Oc1cc(C=O)ccc1Oc1ccc(Cl)cc1Cl	Oc1cc(C=O)ccc1Oc1ccc(Cl)cc1Cl
C=C(OC)/C(=C\CBr)/C1=CC(=N)/C(=C/N)/C=C1C	CCOc1ccc(Br)cc1c1cc2nc(N)nc(N)c2cc1C	CCc1c(c(cccccccccccccccccccccccccccc
C(=C\CCCC)/S/C(=C/C(=O)NCC)/NCc1sccc1	CCN(CC)C(=O)c1c(NC(=O)c2cccs2)sc2CCC(C)(C)Cc12	CCN(CC)C(=O)c1c(NC(=O)c2cccs2)sc2CCC(C)(C)Cc12
C(=C\CCCOC(=O)/C(=C\C)/S/C=C/C=C\C=C)/C	OC1=C(Sc2ccccc2Cl)C(=O)OC2(CCc3ccccc23)C1	OC(=O)c1cc2c(sccc2c1C(=O)O)c1ccc(O)cc1
O=CNC/C=C\C/C=C\C(=C)/C(=C/C=C)/N	OCc1cc2n[nH]c(=O)n2c2cc(ccc12)c1ccc[nH]1	O=c1cc(Cc2ccccc2)[nH]c2c(cnn12)C#N
C(=C(\C=C\Nc1nc2-c3c(c(nn3CCO)C(=O)N)CCc2cn1)/N1CCNCC1)\C=C\OC(F)F	CN1CCN(CC1)c1ccc(OC(F)(F)F)c(Nc2ncc3CCc4c(nn(CCO)c4-c3n2)C(=O)N)c1	FC(F)(F)c1cccc(c1)c1nn(CC2Cccccccc(CCCCCCCCCCCCCCCCCCCCCCC)C))))))))))
